Rank,Title,Link,Author,Aborn,Adeath,Translator,Tborn,Tdeath,Subject,Language
57,Wuthering Heights,https://www.gutenberg.org//ebooks/768,"Brontë, Emily",1818,1848,,,,"['Revenge -- Fiction', 'Psychological fiction', 'Rejection (Psychology) -- Fiction', 'Love stories', 'Domestic fiction', 'Yorkshire (England) -- Fiction', 'Foundlings -- Fiction', 'Rural families -- Fiction', 'Heathcliff (Fictitious character : Brontë) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction']",English
59,The Works of Edgar Allan Poe — Volume 2,https://www.gutenberg.org//ebooks/2148,"Poe, Edgar Allan",1809,1849,,,,"['Short stories', 'Fantasy fiction', 'Horror tales, American', 'American fiction -- 19th century']",English
221,The Works of Edgar Allan Poe — Volume 1,https://www.gutenberg.org//ebooks/2147,"Poe, Edgar Allan",1809,1849,,,,"['Fantasy fiction', 'Horror tales, American', 'American fiction -- 19th century', 'Poe, Edgar Allan, 1809-1849']",English
272,The Fall of the House of Usher,https://www.gutenberg.org//ebooks/932,"Poe, Edgar Allan",1809,1849,,,,"['Short stories', 'Horror tales', 'Gothic fiction']",English
317,The Masque of the Red Death,https://www.gutenberg.org//ebooks/1064,"Poe, Edgar Allan",1809,1849,,,,"['Horror tales, American']",English
351,The Cask of Amontillado,https://www.gutenberg.org//ebooks/1063,"Poe, Edgar Allan",1809,1849,,,,"['Horror tales, American', 'Revenge -- Fiction']",English
579,"The Narrative of Arthur Gordon Pym of Nantucket",https://www.gutenberg.org//ebooks/51060,"Poe, Edgar Allan",1809,1849,,,,"['Sea stories', 'Young men -- Fiction', 'Whaling ships -- Fiction', 'Stowaways -- Fiction']",English
581,The Raven,https://www.gutenberg.org//ebooks/17192,"Poe, Edgar Allan",1809,1849,,,,"['Ravens -- Poetry', 'Fantasy poetry, American']",English
727,"The Works of Edgar Allan Poe, The Raven Edition",https://www.gutenberg.org//ebooks/25525,"Poe, Edgar Allan",1809,1849,,,,"['Short stories', 'Fantasy fiction', 'Horror tales, American', 'American fiction -- 19th century', 'Poe, Edgar Allan, 1809-1849', 'Indexes']",English
776,"The Complete Poetical Works of Edgar Allan Poe",https://www.gutenberg.org//ebooks/10031,"Poe, Edgar Allan",1809,1849,,,,"['Fantasy poetry, American']",English
870,The Works of Edgar Allan Poe — Volume 4,https://www.gutenberg.org//ebooks/2150,"Poe, Edgar Allan",1809,1849,,,,"['Short stories', 'Fantasy fiction', 'Horror tales, American', 'American fiction -- 19th century']",English
946,The Works of Edgar Allan Poe — Volume 5,https://www.gutenberg.org//ebooks/2151,"Poe, Edgar Allan",1809,1849,,,,"['Fantasy fiction', 'American poetry', 'Horror tales, American', 'American fiction -- 19th century']",English
636,The Tenant of Wildfell Hall,https://www.gutenberg.org//ebooks/969,"Brontë, Anne",1820,1849,,,,"['England -- Social life and customs -- 19th century -- Fiction', 'England -- Fiction', 'Domestic fiction', 'Landlord and tenant -- Fiction', 'Married women -- Fiction', 'Alcoholics -- Fiction']",English
971,La Comédie humaine - Volume 02 (French),https://www.gutenberg.org//ebooks/43851,"Balzac, Honoré de",1799,1850,,,,['France -- Social life and customs -- 19th century -- Fiction'],French
443,The Last of the Mohicans; A narrative of 1757,https://www.gutenberg.org//ebooks/940,"Cooper, James Fenimore",1789,1851,,,,"['Historical fiction', 'War stories', 'United States -- History -- French and Indian War, 1754-1763 -- Fiction', 'Adventure stories', 'Frontier and pioneer life -- Fiction', 'Bumppo, Natty (Fictitious character) -- Fiction', 'Mohegan Indians -- Fiction']",English
678,The Spy,https://www.gutenberg.org//ebooks/26272,"Cooper, James Fenimore",1789,1851,,,,"['Historical fiction', 'War stories', 'United States -- History -- Revolution, 1775-1783 -- Fiction', 'Domestic fiction', 'Spy stories', 'New York (State) -- History -- Revolution, 1775-1783 -- Fiction']",English
1,"Frankenstein; Or, The Modern Prometheus",https://www.gutenberg.org//ebooks/84,"Shelley, Mary Wollstonecraft",1797,1851,,,,"['Science fiction', 'Horror tales', 'Gothic fiction', 'Scientists -- Fiction', 'Monsters -- Fiction', 'Frankenstein, Victor (Fictitious character) -- Fiction', ""Frankenstein's monster (Fictitious character) -- Fiction""]",English
71,"Frankenstein; Or, The Modern Prometheus",https://www.gutenberg.org//ebooks/41445,"Shelley, Mary Wollstonecraft",1797,1851,,,,"['Science fiction', 'Horror tales', 'Gothic fiction', 'Scientists -- Fiction', 'Monsters -- Fiction', 'Frankenstein, Victor (Fictitious character) -- Fiction', ""Frankenstein's monster (Fictitious character) -- Fiction""]",English
85,"Frankenstein; Or, The Modern Prometheus",https://www.gutenberg.org//ebooks/42324,"Shelley, Mary Wollstonecraft",1797,1851,,,,"['Science fiction', 'Horror tales', 'Gothic fiction', 'Scientists -- Fiction', 'Monsters -- Fiction', 'Frankenstein, Victor (Fictitious character) -- Fiction', ""Frankenstein's monster (Fictitious character) -- Fiction""]",English
954,Tales and Stories,https://www.gutenberg.org//ebooks/56665,"Shelley, Mary Wollstonecraft",1797,1851,,,,"['English fiction -- 19th century', 'Short stories, English']",English
561,Dead Souls,https://www.gutenberg.org//ebooks/1081,"Gogol, Nikolai Vasilevich",1809,1852,"Hogarth, D. J.",,,"['Satire', 'Humorous stories', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Swindlers and swindling -- Russia -- Fiction']",English
36,Jane Eyre: An Autobiography,https://www.gutenberg.org//ebooks/1260,"Brontë, Charlotte",1816,1855,,,,"['Orphans -- Fiction', 'England -- Fiction', 'Young women -- Fiction', 'Love stories', 'Governesses -- Fiction', 'Fathers and daughters -- Fiction', 'Mentally ill women -- Fiction', 'Charity-schools -- Fiction', 'Married people -- Fiction', 'Country homes -- Fiction', 'Bildungsromans']",English
855,Villette,https://www.gutenberg.org//ebooks/9182,"Brontë, Charlotte",1816,1855,,,,"['Autobiographical fiction', 'Love stories', 'Women teachers -- Fiction', 'British -- Belgium -- Fiction', 'Brussels (Belgium) -- Fiction']",English
908,Jane Eyre,https://www.gutenberg.org//ebooks/23077,"Brontë, Charlotte",1816,1855,,,,"['Orphans -- Fiction', 'England -- Fiction', 'Young women -- Fiction', 'Love stories', 'Governesses -- Fiction', 'Fathers and daughters -- Fiction', 'Mentally ill women -- Fiction', 'Charity-schools -- Fiction', 'Married people -- Fiction', 'Country homes -- Fiction', 'Bildungsromans']",English
27,The Legend of Sleepy Hollow,https://www.gutenberg.org//ebooks/41,"Irving, Washington",1783,1859,,,,"['Ghosts -- Fiction', 'New York (State) -- History -- 1775-1865 -- Fiction']",English
540,Rip Van Winkle,https://www.gutenberg.org//ebooks/60976,"Irving, Washington",1783,1859,,,,"['Fantasy fiction', 'New York (State) -- History -- 1775-1865 -- Fiction', 'Catskill Mountains Region (N.Y.) -- History -- 18th century -- Fiction', 'Van Winkle, Rip (Fictitious character) -- Fiction', 'Hudson River (N.Y. and N.J.) -- Fiction']",English
574,The Sketch-Book of Geoffrey Crayon,https://www.gutenberg.org//ebooks/2048,"Irving, Washington",1783,1859,,,,"['Irving, Washington, 1783-1859 -- Travel -- England', 'England -- Social life and customs -- 19th century', 'Fantasy fiction, American', 'Hudson River Valley (N.Y. and N.J.) -- Fiction', 'Americans -- England -- History -- 19th century', 'Catskill Mountains Region (N.Y.) -- Fiction']",English
762,Old Christmas: from the Sketch Book of Washington Irving,https://www.gutenberg.org//ebooks/20656,"Irving, Washington",1783,1859,,,,"['Christmas stories, American', 'Christmas -- England']",English
895,"Knickerbocker's History of New York, Complete",https://www.gutenberg.org//ebooks/13042,"Irving, Washington",1783,1859,,,,"['New York (State) -- History -- Colonial period, ca. 1600-1775']",English
629,Confessions of an English Opium-Eater,https://www.gutenberg.org//ebooks/2040,"De Quincey, Thomas",1785,1859,,,,"['Opium abuse -- England', 'Authors, English -- 19th century -- Biography', 'De Quincey, Thomas, 1785-1859', 'Drug addicts -- Great Britain -- Biography']",English
45,Grimms' Fairy Tales,https://www.gutenberg.org//ebooks/2591,"Grimm, Wilhelm",1786,1859,,,,['Fairy tales -- Germany'],English
781,Märchen der Gebrüder Grimm 2 (German),https://www.gutenberg.org//ebooks/20051,"Grimm, Wilhelm",1786,1859,,,,['Fairy tales -- Germany'],German
994,Grimm's Fairy Tales,https://www.gutenberg.org//ebooks/52521,"Grimm, Wilhelm",1786,1859,,,,"['Fairy tales', ""Children's stories, German -- Translations into English"", 'Fairy tales -- Germany']",English
650,Lays of Ancient Rome,https://www.gutenberg.org//ebooks/847,"Macaulay, Thomas Babington Macaulay, Baron",1800,1859,,,,['Rome -- History -- Poetry'],English
486,The World as Will and Idea (Vol. 1 of 3),https://www.gutenberg.org//ebooks/38427,"Schopenhauer, Arthur",1788,1860,"Kemp, J. (John)",,,"['Philosophy', 'Knowledge, Theory of', 'Will', 'Idea (Philosophy)']",English
671,Essays of Schopenhauer,https://www.gutenberg.org//ebooks/11945,"Schopenhauer, Arthur",1788,1860,"Dircks, Sara Hay Goddard",,,"['Philosophy, German']",English
890,Sonnets from the Portuguese,https://www.gutenberg.org//ebooks/2002,"Browning, Elizabeth Barrett",1806,1861,,,,"['Sonnets, English', 'Love poetry, English']",English
62,"Walden, and On The Duty Of Civil Disobedience",https://www.gutenberg.org//ebooks/205,"Thoreau, Henry David",1817,1862,,,,"['Civil disobedience', 'Authors, American -- 19th century -- Biography', 'Thoreau, Henry David, 1817-1862 -- Homes and haunts -- Massachusetts -- Walden Woods', 'Wilderness areas -- Massachusetts -- Walden Woods', 'Natural history -- Massachusetts -- Walden Woods', 'Solitude', 'Government, Resistance to', 'Walden Woods (Mass.) -- Social life and customs']",English
237,On the Duty of Civil Disobedience,https://www.gutenberg.org//ebooks/71,"Thoreau, Henry David",1817,1862,,,,"['Civil disobedience', 'Government, Resistance to']",English
667,Twas the Night before Christmas: A Visit from St. Nicholas,https://www.gutenberg.org//ebooks/17135,"Moore, Clement Clarke",1779,1863,,,,"['Santa Claus -- Juvenile poetry', 'Christmas -- Juvenile poetry', 'Narrative poetry', ""Children's poetry, American""]",English
211,"Twelve Years a Slave",https://www.gutenberg.org//ebooks/45631,"Northup, Solomon",1808,1863,,,,"['African Americans -- Biography', 'Enslaved persons -- United States -- Biography', ""Enslaved persons' writings, American"", 'Northup, Solomon, 1808-1863?', 'Plantation life -- Louisiana -- History -- 19th century', 'Slavery -- Louisiana -- History -- 19th century']",English
332,Vanity Fair,https://www.gutenberg.org//ebooks/599,"Thackeray, William Makepeace",1811,1863,,,,"['Satire', 'England -- Fiction', 'Married women -- Fiction', 'Female friendship -- Fiction', 'Social classes -- Fiction', 'British -- Europe -- Fiction', 'Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction']",English
6,The Scarlet Letter,https://www.gutenberg.org//ebooks/25344,"Hawthorne, Nathaniel",1804,1864,,,,"['Adultery -- Fiction', 'Historical fiction', 'Revenge -- Fiction', 'Psychological fiction', 'Married women -- Fiction', 'Clergy -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Illegitimate children -- Fiction', 'Women immigrants -- Fiction', 'Puritans -- Fiction', 'Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction']",English
236,Mosses from an old manse,https://www.gutenberg.org//ebooks/512,"Hawthorne, Nathaniel",1804,1864,,,,"['Short stories, American', 'New England -- Social life and customs -- Fiction']",English
366,The Scarlet Letter,https://www.gutenberg.org//ebooks/33,"Hawthorne, Nathaniel",1804,1864,,,,"['Adultery -- Fiction', 'Historical fiction', 'Revenge -- Fiction', 'Psychological fiction', 'Married women -- Fiction', 'Clergy -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Illegitimate children -- Fiction', 'Women immigrants -- Fiction', 'Puritans -- Fiction', 'Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction']",English
429,Twice-told tales,https://www.gutenberg.org//ebooks/13707,"Hawthorne, Nathaniel",1804,1864,,,,"['Short stories', 'New England -- Social life and customs -- Fiction', 'Historical fiction, American']",English
752,The House of the Seven Gables,https://www.gutenberg.org//ebooks/77,"Hawthorne, Nathaniel",1804,1864,,,,"['Historical fiction', 'Domestic fiction', 'Paranormal fiction', 'Haunted houses -- Fiction', 'Salem (Mass.) -- Fiction']",English
585,"The Sailor's Word-Book",https://www.gutenberg.org//ebooks/26000,"Smyth, W. H. (William Henry)",1788,1865,,,,"['Naval art and science -- Dictionaries', 'Military art and science -- Dictionaries']",English
16,Cranford,https://www.gutenberg.org//ebooks/394,"Gaskell, Elizabeth Cleghorn",1810,1865,,,,"['England -- Fiction', 'Sisters -- Fiction', 'Pastoral fiction', 'Villages -- Fiction', 'Older women -- Fiction', 'Female friendship -- Fiction']",English
307,North and South,https://www.gutenberg.org//ebooks/4276,"Gaskell, Elizabeth Cleghorn",1810,1865,,,,"['Didactic fiction', 'Young women -- Fiction', 'Bildungsromans', 'Mothers and daughters -- Fiction', 'Children of clergy -- Fiction', 'Social classes -- Fiction', 'England, Northern -- Fiction']",English
958,Mary Barton,https://www.gutenberg.org//ebooks/2153,"Gaskell, Elizabeth Cleghorn",1810,1865,,,,"['Love stories', 'Domestic fiction', 'Fathers and daughters -- Fiction', 'Poor families -- Fiction', 'Political fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Trials (Murder) -- Fiction', 'Working class women -- Fiction', 'Textile industry -- Fiction', 'Labor unions -- Fiction', 'Manchester (England) -- Fiction']",English
262,Les Fleurs du Mal (French),https://www.gutenberg.org//ebooks/6099,"Baudelaire, Charles",1821,1867,,,,['French poetry -- 19th century'],French
352,Roget's Thesaurus of English Words and Phrases,https://www.gutenberg.org//ebooks/10681,"Roget, Peter Mark",1779,1869,,,,['English language -- Synonyms and antonyms'],English
24,A Christmas Carol in Prose; Being a Ghost Story of Christmas,https://www.gutenberg.org//ebooks/46,"Dickens, Charles",1812,1870,,,,"['Christmas stories', 'London (England) -- Fiction', 'Poor families -- Fiction', 'Ghost stories', 'Misers -- Fiction', 'Sick children -- Fiction', 'Scrooge, Ebenezer (Fictitious character) -- Fiction']",English
33,A Tale of Two Cities,https://www.gutenberg.org//ebooks/98,"Dickens, Charles",1812,1870,,,,"['Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'London (England) -- History -- 18th century -- Fiction', 'War stories', 'Executions and executioners -- Fiction', 'French -- England -- London -- Fiction', 'Lookalikes -- Fiction', 'British -- France -- Paris -- Fiction', 'Paris (France) -- History -- 1789-1799 -- Fiction']",English
35,Great Expectations,https://www.gutenberg.org//ebooks/1400,"Dickens, Charles",1812,1870,,,,"['Orphans -- Fiction', 'England -- Fiction', 'Revenge -- Fiction', 'Bildungsromans', 'Young men -- Fiction', 'Man-woman relationships -- Fiction', 'Ex-convicts -- Fiction', 'Benefactors -- Fiction']",English
93,Oliver Twist,https://www.gutenberg.org//ebooks/730,"Dickens, Charles",1812,1870,,,,"['Orphans -- Fiction', 'London (England) -- Fiction', 'Bildungsromans', 'Boys -- Fiction', 'Criminals -- Fiction', 'Kidnapping victims -- Fiction']",English
98,A Christmas Carol,https://www.gutenberg.org//ebooks/24022,"Dickens, Charles",1812,1870,,,,"['Christmas stories', 'London (England) -- Fiction', 'Poor families -- Fiction', 'Ghost stories', 'Misers -- Fiction', 'Sick children -- Fiction', 'Scrooge, Ebenezer (Fictitious character) -- Fiction']",English
125,David Copperfield,https://www.gutenberg.org//ebooks/766,"Dickens, Charles",1812,1870,,,,"['Orphans -- Fiction', 'Autobiographical fiction', 'England -- Fiction', 'Bildungsromans', 'Young men -- Fiction', 'Boys -- Fiction', 'Stepfathers -- Fiction', 'Child labor -- Fiction']",English
146,Hard Times,https://www.gutenberg.org//ebooks/786,"Dickens, Charles",1812,1870,,,,"['England -- Fiction', 'Domestic fiction', 'Social problems -- Fiction', 'Utilitarianism -- Fiction', 'Education -- Fiction', 'Political fiction']",English
203,A Christmas Carol,https://www.gutenberg.org//ebooks/19337,"Dickens, Charles",1812,1870,,,,"['Christmas stories', 'London (England) -- Fiction', 'Poor families -- Fiction', 'Ghost stories', 'Misers -- Fiction', 'Sick children -- Fiction', 'Scrooge, Ebenezer (Fictitious character) -- Fiction']",English
